100  Time: 5.048037	     234.375    388.080 # matmult_lib
200  Time: 8.678198	     937.500   1826.155 # matmult_lib
500  Time: 14.928102	    5859.375  16633.856 # matmult_lib
1000  Time: 61.441898	   23437.500  32481.459 # matmult_lib
2000  Time: 396.111965	   93750.000  40376.248 # matmult_lib
5000  Time: 5941.906929	  585937.500  42072.664 # matmult_lib
