     234.375  29556.080 # matmult_lib
     937.500  35145.500 # matmult_lib
    5859.375  39062.466 # matmult_lib
   23437.500  40403.069 # matmult_lib
   93750.000  41299.614 # matmult_lib
  585937.500  42005.140 # matmult_lib
