     234.375    648.589 # matmult_mkn_omp
     937.500    651.717 # matmult_mkn_omp
    5859.375    649.602 # matmult_mkn_omp
   23437.500    650.127 # matmult_mkn_omp
   93750.000    632.592 # matmult_mkn_omp
  585937.500    590.091 # matmult_mkn_omp
